ASM,Contrast,IDM,Entropy,Homogeneity,Sum Mean,Maximum Probability,Dissimilarity,Difference Mean,Autocorrelation,Class
0.20495344551643208,0.31406955789164864,0.08560142995809034,-0.15173005945119483,0.15913635700991918,-0.7696164826339346,0.2177037054076236,0.44891089066224943,0.36318206982084383,-1.0937254216200147,1
0.8585406389761338,0.6625638738762059,1.0584144573868053,-1.0241046369763585,1.0557157667541934,-0.4826371120281567,0.8195701895519405,0.307531557349504,-0.23175810962781754,-0.2136038526374958,1
0.513825841485596,-0.44025623640780376,1.0160222989568803,-0.8629359995742717,0.9958295754243979,-0.17592599274873766,0.49857473134163877,-0.814454831820444,-0.4263853802281256,0.011911296332309921,1
1.2027021068717172,-0.6395117142050263,1.849328054943209,-1.5791891673946097,1.848786142809304,-0.6913029101779218,1.1271908370034711,-1.0485790077863488,0.36318206982084716,-0.3605643136558738,1
0.8922746639374284,-0.7391082576943189,1.6268814455460996,-1.3249358011077548,1.6693133896364487,-0.5163753351488937,0.8195701895519405,-1.1492410931050243,-1.147390950861077,-0.3172361454980001,1
0.884165523321735,-1.219039231614212,1.1601249499252713,-1.2476466429222175,1.1278911373592504,-0.3917483836816909,0.8329450003106983,-1.3833652690709324,1.358435158117863,-0.059556916735901286,1
1.1805116820809962,0.33784045979356,2.122861201156266,-1.6710686261849628,2.1786430764042337,-0.8138851208499277,1.0335671616921314,-0.13809610125227006,-0.9616103743789679,-0.6141490093776171,1
1.1876477258228137,-0.017267282966861332,2.1552123458244985,-2.0000589362202508,2.186621994950639,-0.5414234098900411,1.006817540174607,-0.6052134185175803,0.36318206982084994,-0.2263893986464638,1
0.9065562915864803,-0.5378978675797028,-0.2536771703157643,0.0005851635320804379,-0.17432397682698655,-0.9139751827747851,0.9934427294158447,-0.36995820788517564,0.6020428110121292,-0.7938882941296164,1
0.876256726180071,-1.1714558339312928,0.0012653510851426489,-0.32062874427025423,0.007975214550493373,-1.323945712211599,0.9131938648632715,-0.933213471803152,1.4469020992998207,-1.5065795568182612,1
1.111975133630212,-0.42898429517347525,0.2921890690698141,-0.6568295956243422,0.3388879999108682,-0.7963003500112464,1.1138160262447,-0.461572015871837,0.44501399041415257,-0.5344917302286755,1
0.3898227712234457,-0.3487704993417388,0.39593284233500153,0.047763336089640306,0.39773969294418127,-0.4764006526028029,0.48519992058286765,-0.33150302922410196,1.5574857757772707,-0.41726175257433284,1
0.8180140162285131,-0.9240138472042954,-0.08716290323952647,-0.20210533303915731,-0.019298717802235035,-0.5675960920685555,0.8998190541045092,-0.9354755411361544,0.3631820698208473,-0.3158600214458764,1
0.557386236840029,-0.4287971227175581,-0.14822062799834268,0.09531925174947437,-0.10933263533798436,-0.9209273014784515,0.6055732174117319,-0.09172367992569257,0.3631820698208447,-1.0284272073757166,1
0.11221349736915966,-0.8429889707302346,0.0682685219339914,0.4148818052402466,0.0979328128978619,-0.2991216256593107,0.2310785161663858,-0.745461717163823,-0.14992618903450525,-0.29742898291155373,1
0.5699983355387932,-0.18967391180925233,-0.41374493349283703,-0.015603124119506819,-0.3678058404009845,-0.8397510919091574,0.645697649688023,0.01911771739149959,0.2525983933433955,-0.9043983873244597,1
0.4003932745201484,-0.5334681194562513,0.7438314743268809,-0.13028796897677583,0.7592657996156955,-0.36158845695253916,0.445075488306581,-0.4955030558668863,1.6437410434296782,-0.24907288609599118,1
