Rodada,accuracy,precision,recall,specificity,f2,params,time_train,time_test,time_total
17,0.9571428571428572,0.9795918367346939,0.96,0.95,0.9756097560975608,{'rp_number': 196},0.12278460000015912,0.002177099999244092,0.12496169999940321
18,0.9571428571428572,0.9795918367346939,0.96,0.95,0.9756097560975608,{'rp_number': 196},0.10160569999970903,0.00047869999980321154,0.10208439999951224
19,0.9428571428571428,0.96,0.96,0.9,0.96,{'rp_number': 196},0.14945070000067062,0.0005037999999331078,0.14995450000060373
20,0.9428571428571428,0.9423076923076923,0.98,0.85,0.9496124031007752,{'rp_number': 196},0.09046350000062375,0.00048429999878862873,0.09094779999941238
21,0.9,0.9387755102040817,0.92,0.85,0.9349593495934959,{'rp_number': 196},0.07432630000039353,0.0004836999996769009,0.07481000000007043
22,0.9,0.9215686274509803,0.94,0.8,0.9251968503937007,{'rp_number': 196},0.0998048999990715,0.0004799999987881165,0.10028489999785961
23,0.9142857142857143,1.0,0.88,1.0,0.9734513274336285,{'rp_number': 223},0.07379159999982221,0.000596100000620936,0.07438770000044315
24,0.9,0.9387755102040817,0.92,0.85,0.9349593495934959,{'rp_number': 223},0.07619919999888225,0.0006675999993603909,0.07686679999824264
25,0.9571428571428572,1.0,0.94,1.0,0.9873949579831932,{'rp_number': 196},0.09424260000014328,0.0005004000013286714,0.09474300000147196
26,0.9428571428571428,0.9791666666666666,0.94,0.95,0.9710743801652891,{'rp_number': 196},0.07116440000027069,0.0007426000011037104,0.0719070000013744
27,0.9285714285714286,0.9411764705882353,0.96,0.85,0.9448818897637795,{'rp_number': 196},0.07269620000079158,0.00048240000069199596,0.07317860000148357
28,0.9285714285714286,0.9591836734693877,0.94,0.9,0.9552845528455283,{'rp_number': 196},0.09959290000006149,0.0005514000004041009,0.10014430000046559
29,0.9571428571428572,0.9795918367346939,0.96,0.95,0.9756097560975608,{'rp_number': 196},0.17007349999948929,0.00048179999976127874,0.17055529999925056
30,0.9714285714285714,0.9615384615384616,1.0,0.9,0.9689922480620154,{'rp_number': 196},0.09693069999957515,0.0005590000000665896,0.09748969999964174
31,0.9571428571428572,0.9607843137254902,0.98,0.9,0.9645669291338583,{'rp_number': 196},0.07408399999985704,0.0004855999995925231,0.07456959999944957
32,0.9285714285714286,0.9411764705882353,0.96,0.85,0.9448818897637795,{'rp_number': 196},0.07554510000045411,0.0004900000003544847,0.0760351000008086
33,0.9142857142857143,0.94,0.94,0.85,0.94,{'rp_number': 223},0.10261019999961718,0.0005562999995163409,0.10316649999913352
34,0.9571428571428572,0.9795918367346939,0.96,0.95,0.9756097560975608,{'rp_number': 196},0.07414059999973688,0.0009869999994407408,0.07512759999917762
35,0.9285714285714286,0.9591836734693877,0.94,0.9,0.9552845528455283,{'rp_number': 223},0.07690849999926286,0.0005645000001095468,0.0774729999993724
36,0.9428571428571428,0.9259259259259259,1.0,0.8,0.9398496240601505,{'rp_number': 196},0.10841470000013942,0.0006037000002834247,0.10901840000042284
37,0.9142857142857143,0.9782608695652174,0.9,0.95,0.9615384615384616,{'rp_number': 223},0.07482980000168027,0.0008507000002282439,0.07568050000190851
38,0.9285714285714286,0.9411764705882353,0.96,0.85,0.9448818897637795,{'rp_number': 223},0.07829929999934393,0.0006172000012156786,0.07891650000055961
39,0.9,0.9056603773584906,0.96,0.75,0.9160305343511451,{'rp_number': 196},0.14845840000089083,0.00048149999929592013,0.14893990000018675
40,0.9714285714285714,0.9615384615384616,1.0,0.9,0.9689922480620154,{'rp_number': 196},0.0722330000007787,0.00048430000060761813,0.07271730000138632
41,0.8571428571428571,0.8703703703703703,0.94,0.65,0.8834586466165413,{'rp_number': 196},0.07290350000039325,0.0004981000001862412,0.07340160000057949
42,0.8571428571428571,0.8448275862068966,0.98,0.55,0.8687943262411347,{'rp_number': 196},0.10172849999980826,0.0004836999996769009,0.10221219999948516
43,0.8857142857142857,0.8888888888888888,0.96,0.7,0.9022556390977443,{'rp_number': 223},0.07654360000015004,0.0005541000009543495,0.07709770000110439
44,0.9285714285714286,0.9090909090909091,1.0,0.75,0.9259259259259258,{'rp_number': 196},0.07481949999964854,0.0005727999996452127,0.07539229999929375
45,0.9428571428571428,0.96,0.96,0.9,0.96,{'rp_number': 223},0.11229800000000978,0.0005698000004485948,0.11286780000045837
46,0.9285714285714286,0.9090909090909091,1.0,0.75,0.9259259259259258,{'rp_number': 196},0.07453109999914886,0.0005812999988847878,0.07511239999803365
47,0.9,0.9215686274509803,0.94,0.8,0.9251968503937007,{'rp_number': 196},0.0721016999996209,0.0004883000001427718,0.07258999999976368
48,0.9142857142857143,0.8928571428571429,1.0,0.7,0.9124087591240876,{'rp_number': 196},0.11108600000079605,0.00048739999874669593,0.11157339999954274
49,0.8857142857142857,0.9038461538461539,0.94,0.75,0.9108527131782944,{'rp_number': 196},0.21751029999904858,0.0005436999999801628,0.21805399999902875
50,0.9428571428571428,0.9791666666666666,0.94,0.95,0.9710743801652891,{'rp_number': 196},0.10997790000146779,0.0006928999991941964,0.11067080000066198
