Rodada,accuracy,precision,recall,specificity,f2,params,time_train,time_test,time_total
1,0.9285714285714286,0.9591836734693877,0.94,0.9,0.9552845528455283,{'alpha': 0.7498942093324559},1.2235699000000295,0.00019439999994119717,1.2237642999999707
2,0.8857142857142857,0.9375,0.9,0.85,0.9297520661157026,{'alpha': 1.0},0.9525042000000212,0.0001310000000103173,0.9526352000000315
3,0.9142857142857143,0.9230769230769231,0.96,0.8,0.9302325581395349,{'alpha': 0.1},0.8794225999999981,0.00012000000003808964,0.8795426000000361
4,0.9142857142857143,0.94,0.94,0.85,0.94,{'alpha': 0.31622776601683794},0.9029299999999694,0.00024000000007617928,0.9031700000000455
5,0.9,0.9215686274509803,0.94,0.8,0.9251968503937007,{'alpha': 0.1},0.8776820000000498,0.00012919999994664977,0.8778111999999965
6,0.8571428571428571,0.8846153846153846,0.92,0.7,0.8914728682170542,{'alpha': 0.001},0.8856439999999566,0.00012029999993501406,0.8857642999998916
7,0.9285714285714286,0.9411764705882353,0.96,0.85,0.9448818897637795,{'alpha': 0.5623413251903491},0.8592221000000109,0.00011870000003000314,0.8593408000000409
8,0.8857142857142857,0.9038461538461539,0.94,0.75,0.9108527131782944,{'alpha': 0.0031622776601683794},0.8488256000000547,0.00012149999997745908,0.8489471000000322
9,0.8571428571428571,0.9,0.9,0.75,0.9000000000000001,{'alpha': 1.0},0.9588367000000062,0.0002550000000383079,0.9590917000000445
10,0.8571428571428571,0.8846153846153846,0.92,0.7,0.8914728682170542,{'alpha': 0.31622776601683794},0.9019439999999577,0.0001273000000310276,0.9020712999999887
11,0.9571428571428572,0.9607843137254902,0.98,0.9,0.9645669291338583,{'alpha': 0.4216965034285822},1.0705480000000307,0.00011959999994815007,1.0706675999999788
12,0.9,0.9387755102040817,0.92,0.85,0.9349593495934959,{'alpha': 0.001},0.9522870000000694,0.00012509999999110732,0.9524121000000605
13,0.9285714285714286,0.9591836734693877,0.94,0.9,0.9552845528455283,{'alpha': 0.31622776601683794},0.9840358000000151,0.00012019999996937258,0.9841559999999845
14,0.9,0.9387755102040817,0.92,0.85,0.9349593495934959,{'alpha': 0.001},0.9984928000000082,0.00013049999995473627,0.9986232999999629
15,0.8571428571428571,0.9,0.9,0.75,0.9000000000000001,{'alpha': 0.1333521432163324},1.0538927999999714,0.0002044999999952779,1.0540972999999667
16,0.8857142857142857,0.9038461538461539,0.94,0.75,0.9108527131782944,{'alpha': 0.4216965034285822},0.9665039000000206,0.00012479999998049607,0.9666287000000011
17,0.9428571428571428,0.9791666666666666,0.94,0.95,0.9710743801652891,{'alpha': 0.001},1.2667857999999796,0.0002509999999347201,1.2670367999999144
18,0.9571428571428572,0.9607843137254902,0.98,0.9,0.9645669291338583,{'alpha': 1.0},1.3469158000000334,0.000137999999992644,1.347053800000026
19,0.9285714285714286,0.9411764705882353,0.96,0.85,0.9448818897637795,{'alpha': 0.7498942093324559},1.3752711000000772,0.00013990000002195302,1.3754110000000992
20,0.8714285714285714,0.9183673469387755,0.9,0.8,0.9146341463414633,{'alpha': 0.001},0.9200152999999318,0.00012309999999615684,0.920138399999928
21,0.8571428571428571,0.9,0.9,0.75,0.9000000000000001,{'alpha': 0.7498942093324559},1.1917944999999008,0.00012309999999615684,1.191917599999897
22,0.9,0.9215686274509803,0.94,0.8,0.9251968503937007,{'alpha': 0.23713737056616552},0.9009790000000066,0.00011779999999816937,0.9010968000000048
23,0.9,0.9777777777777777,0.88,0.95,0.9565217391304349,{'alpha': 0.001},1.0014521000000514,0.000141299999995681,1.001593400000047
24,0.8428571428571429,0.8679245283018868,0.92,0.65,0.8778625954198475,{'alpha': 0.5623413251903491},1.2908164000000397,0.00015319999999974243,1.2909696000000395
25,0.9,0.9777777777777777,0.88,0.95,0.9565217391304349,{'alpha': 1.0},1.1352638999999272,0.00014729999998053245,1.1354111999999077
26,0.9142857142857143,0.9230769230769231,0.96,0.8,0.9302325581395349,{'alpha': 0.001},1.0597316999999293,0.00015799999994214886,1.0598896999998715
27,0.8428571428571429,0.9148936170212766,0.86,0.8,0.903361344537815,{'alpha': 0.7498942093324559},1.119988600000056,0.00031220000005305337,1.1203008000001091
28,0.9285714285714286,0.9411764705882353,0.96,0.85,0.9448818897637795,{'alpha': 0.7498942093324559},1.1691128999999592,0.00023220000002766028,1.1693450999999868
29,0.8857142857142857,0.9772727272727273,0.86,0.95,0.9513274336283186,{'alpha': 0.7498942093324559},1.1506382999999687,0.00014150000004065078,1.1507798000000093
30,0.9285714285714286,0.9411764705882353,0.96,0.85,0.9448818897637795,{'alpha': 1.0},1.2022168000000875,0.00015229999996790866,1.2023691000000554
31,0.9571428571428572,0.9607843137254902,0.98,0.9,0.9645669291338583,{'alpha': 0.4216965034285822},1.6044643000000178,0.00015419999999721767,1.604618500000015
32,0.8714285714285714,0.9019607843137255,0.92,0.75,0.9055118110236221,{'alpha': 0.001},1.256632599999989,0.0001643000000512984,1.2567969000000403
33,0.9142857142857143,0.94,0.94,0.85,0.94,{'alpha': 0.001},1.1273889999999938,0.0005329000000529049,1.1279219000000467
34,0.9714285714285714,0.98,0.98,0.95,0.9799999999999999,{'alpha': 1.0},1.1882554999999684,0.00016119999997954437,1.188416699999948
35,0.8714285714285714,0.9019607843137255,0.92,0.75,0.9055118110236221,{'alpha': 0.4216965034285822},1.0452455000000782,0.00014090000001942826,1.0453864000000976
36,0.8857142857142857,0.875,0.98,0.65,0.8941605839416058,{'alpha': 0.1},1.050627400000053,0.00015640000003713794,1.0507838000000902
37,0.8857142857142857,0.9565217391304348,0.88,0.9,0.9401709401709403,{'alpha': 0.7498942093324559},1.0641990000000305,0.00014279999993505044,1.0643417999999656
38,0.8571428571428571,0.9,0.9,0.75,0.9000000000000001,{'alpha': 0.042169650342858224},1.2505462000000307,0.00014120000003003952,1.2506874000000607
39,0.8571428571428571,0.9166666666666666,0.88,0.8,0.9090909090909091,{'alpha': 0.042169650342858224},1.1368602999999666,0.00014459999999871798,1.1370048999999653
40,0.9142857142857143,0.94,0.94,0.85,0.94,{'alpha': 0.31622776601683794},1.0595898000000261,0.000140600000008817,1.059730400000035
41,0.8857142857142857,0.8888888888888888,0.96,0.7,0.9022556390977443,{'alpha': 0.4216965034285822},1.1379713999999694,0.00015059999998356943,1.138121999999953
42,0.8714285714285714,0.8727272727272727,0.96,0.65,0.888888888888889,{'alpha': 0.001},1.1275646999999935,0.0002188000000842294,1.1277835000000778
43,0.8571428571428571,0.8571428571428571,0.96,0.6,0.8759124087591241,{'alpha': 0.001},1.108936799999924,0.00013989999990826618,1.1090766999998323
44,0.8857142857142857,0.9038461538461539,0.94,0.75,0.9108527131782944,{'alpha': 0.001},1.1341421999999284,0.0001539999999522479,1.1342961999998806
45,0.8857142857142857,0.9038461538461539,0.94,0.75,0.9108527131782944,{'alpha': 0.31622776601683794},1.3845222999999578,0.00014459999999871798,1.3846668999999565
46,0.8857142857142857,0.8888888888888888,0.96,0.7,0.9022556390977443,{'alpha': 0.23713737056616552},1.0808356000000003,0.00014770000007047202,1.0809833000000708
47,0.8857142857142857,0.9038461538461539,0.94,0.75,0.9108527131782944,{'alpha': 0.001},1.0287227999999686,0.000143900000011854,1.0288666999999805
48,0.9,0.9056603773584906,0.96,0.75,0.9160305343511451,{'alpha': 0.4216965034285822},0.9948723999999629,0.00015179999991232762,0.9950241999998752
49,0.8571428571428571,0.8846153846153846,0.92,0.7,0.8914728682170542,{'alpha': 0.001},1.0687489999999116,0.00020670000003519817,1.0689556999999468
50,0.9142857142857143,0.94,0.94,0.85,0.94,{'alpha': 0.001},1.2018944999999803,0.00015680000001339067,1.2020512999999937
