Rodada,accuracy,precision,recall,specificity,f2,params,time_train,time_test,time_total
28,0.9,0.9777777777777777,0.88,0.95,0.9565217391304349,"{'Activation': 'relu', 'Alpha': 0.1, 'Solver': 'lbfgs', 'hidden_layer_sizes': 150}",8.668918699997448,0.0006659000027866568,8.669584600000235
29,0.9285714285714286,0.9591836734693877,0.94,0.9,0.9552845528455283,"{'Activation': 'relu', 'Alpha': 0.1, 'Solver': 'lbfgs', 'hidden_layer_sizes': 100}",9.166881799999828,0.0005109999983687885,9.167392799998197
30,0.9428571428571428,0.9423076923076923,0.98,0.85,0.9496124031007752,"{'Activation': 'relu', 'Alpha': 0.1, 'Solver': 'lbfgs', 'hidden_layer_sizes': 100}",8.150102999999945,0.000785099997301586,8.150888099997246
31,0.9428571428571428,0.9423076923076923,0.98,0.85,0.9496124031007752,"{'Activation': 'relu', 'Alpha': 0.1, 'Solver': 'lbfgs', 'hidden_layer_sizes': 200}",10.80416420000256,0.0006928000002517365,10.804857000002812
32,0.9142857142857143,0.94,0.94,0.85,0.94,"{'Activation': 'relu', 'Alpha': 0.1, 'Solver': 'lbfgs', 'hidden_layer_sizes': 150}",9.277057599996624,0.000744100001611514,9.277801699998236
33,0.9,0.9387755102040817,0.92,0.85,0.9349593495934959,"{'Activation': 'relu', 'Alpha': 0.1, 'Solver': 'lbfgs', 'hidden_layer_sizes': 150}",8.651921000000584,0.0006611999997403473,8.652582200000325
34,0.9285714285714286,0.9787234042553191,0.92,0.95,0.9663865546218486,"{'Activation': 'relu', 'Alpha': 0.1, 'Solver': 'lbfgs', 'hidden_layer_sizes': 100}",9.031345700001111,0.0007613000016135629,9.032107000002725
35,0.8857142857142857,0.9375,0.9,0.85,0.9297520661157026,"{'Activation': 'relu', 'Alpha': 0.1, 'Solver': 'lbfgs', 'hidden_layer_sizes': 100}",7.6128371999984665,0.00057320000269101,7.6134104000011575
36,0.9285714285714286,0.9245283018867925,0.98,0.8,0.935114503816794,"{'Activation': 'relu', 'Alpha': 0.1, 'Solver': 'lbfgs', 'hidden_layer_sizes': 200}",9.90389359999972,0.0008092999996733852,9.904702899999393
37,0.9,0.9777777777777777,0.88,0.95,0.9565217391304349,"{'Activation': 'relu', 'Alpha': 0.1, 'Solver': 'lbfgs', 'hidden_layer_sizes': 200}",9.563349400003062,0.0008668000009492971,9.564216200004012
38,0.8857142857142857,0.9375,0.9,0.85,0.9297520661157026,"{'Activation': 'relu', 'Alpha': 0.1, 'Solver': 'lbfgs', 'hidden_layer_sizes': 100}",8.587047000000894,0.0007397000008495525,8.587786700001743
39,0.9,0.9387755102040817,0.92,0.85,0.9349593495934959,"{'Activation': 'relu', 'Alpha': 0.1, 'Solver': 'lbfgs', 'hidden_layer_sizes': 150}",8.329370600000402,0.0008830999977362808,8.330253699998138
40,0.9428571428571428,0.96,0.96,0.9,0.96,"{'Activation': 'relu', 'Alpha': 0.1, 'Solver': 'lbfgs', 'hidden_layer_sizes': 100}",7.744314400002622,0.0008028000011108816,7.745117200003733
41,0.8428571428571429,0.8679245283018868,0.92,0.65,0.8778625954198475,"{'Activation': 'relu', 'Alpha': 0.1, 'Solver': 'lbfgs', 'hidden_layer_sizes': 200}",8.869083300000057,0.0007402000010188203,8.869823500001075
42,0.8428571428571429,0.8421052631578947,0.96,0.55,0.8633093525179855,"{'Activation': 'relu', 'Alpha': 0.1, 'Solver': 'lbfgs', 'hidden_layer_sizes': 150}",7.659277200000361,0.0006364000000758097,7.659913600000436
43,0.8857142857142857,0.8888888888888888,0.96,0.7,0.9022556390977443,"{'Activation': 'relu', 'Alpha': 0.1, 'Solver': 'lbfgs', 'hidden_layer_sizes': 100}",7.8000634999989416,0.0007562000027974136,7.800819700001739
44,0.9142857142857143,0.9074074074074074,0.98,0.75,0.9210526315789473,"{'Activation': 'relu', 'Alpha': 0.1, 'Solver': 'lbfgs', 'hidden_layer_sizes': 100}",7.684761600001366,0.0004999000011594035,7.685261500002525
45,0.9142857142857143,0.9583333333333334,0.92,0.9,0.9504132231404958,"{'Activation': 'relu', 'Alpha': 0.1, 'Solver': 'lbfgs', 'hidden_layer_sizes': 150}",8.981215200001316,0.0006656000005023088,8.981880800001818
46,0.9142857142857143,0.8928571428571429,1.0,0.7,0.9124087591240876,"{'Activation': 'relu', 'Alpha': 0.1, 'Solver': 'lbfgs', 'hidden_layer_sizes': 100}",8.111676500000613,0.0008487000013701618,8.112525200001983
47,0.9142857142857143,0.9230769230769231,0.96,0.8,0.9302325581395349,"{'Activation': 'relu', 'Alpha': 0.001, 'Solver': 'lbfgs', 'hidden_layer_sizes': 200}",7.39814750000005,0.00054430000091088,7.398691800000961
48,0.9,0.8909090909090909,0.98,0.7,0.9074074074074074,"{'Activation': 'relu', 'Alpha': 0.1, 'Solver': 'lbfgs', 'hidden_layer_sizes': 200}",8.374183299998549,0.0007175999999162741,8.374900899998465
49,0.8714285714285714,0.9019607843137255,0.92,0.75,0.9055118110236221,"{'Activation': 'relu', 'Alpha': 0.1, 'Solver': 'lbfgs', 'hidden_layer_sizes': 200}",9.916729700002179,0.0006582999994861893,9.917388000001665
50,0.9285714285714286,0.9787234042553191,0.92,0.95,0.9663865546218486,"{'Activation': 'relu', 'Alpha': 0.1, 'Solver': 'lbfgs', 'hidden_layer_sizes': 100}",7.978775999999925,0.00038749999657738954,7.979163499996503
